"Line","Variance","Speed average","EndTime","From (lat)","From (lon)","To (lat)","To (lon)"
3,0,22.907109375000015,"12",50.870759,4.361337,50.869168,4.362516
3,0,12.57362997718394,"12",50.869168,4.362516,50.865348,4.362872
3,0,18.05692679833728,"12",50.865348,4.362872,50.860053,4.359662
3,1,9.374275004931938,"12",50.812075,4.35374,50.812147,4.352676
3,1,13.649046251169995,"12",50.812147,4.352676,50.814348,4.34751
3,1,18.120890250821493,"12",50.814348,4.34751,50.818079,4.346047
3,1,16.085095270122064,"12",50.818079,4.346047,50.822303,4.343561
3,1,31.656430565709634,"12",50.822303,4.343561,50.826043,4.345887
3,1,21.669982064793185,"12",50.826043,4.345887,50.829944,4.346011
3,1,26.8934487441577,"12",50.829944,4.346011,50.832821,4.342903
3,1,21.799731780681537,"12",50.832821,4.342903,50.836586,4.337506
3,1,18.259590460259272,"12",50.836586,4.337506,50.840399,4.341408
3,1,22.63967456403675,"12",50.840399,4.341408,50.84449,4.345736
3,1,29.619298059973385,"12",50.84449,4.345736,50.848086,4.349455
3,1,22.700814154494118,"12",50.848086,4.349455,50.851746,4.353415
3,1,30.42937194603565,"12",50.851746,4.353415,50.855933,4.358494
3,1,25.428294018502584,"12",50.855933,4.358494,50.860718,4.3605
3,1,21.91184509377853,"12",50.860718,4.3605,50.867047,4.363752
3,1,6.781210203700051,"12",50.867047,4.363752,50.868934,4.362772
3,1,15.993471827204331,"12",50.868934,4.362772,50.871164,4.361237
3,1,17.963543712194895,"12",50.871164,4.361237,50.874909,4.363098
3,1,28.641104506152885,"12",50.874909,4.363098,50.879578,4.371271
3,1,15.505414469747167,"12",50.879578,4.371271,50.881268,4.373598
3,1,21.6846678898237,"12",50.881268,4.373598,50.88881,4.374978
3,1,25.467782100499818,"12",50.88881,4.374978,50.891543,4.368341
3,1,25.95744201767871,"12",50.891543,4.368341,50.8937,4.362556
3,1,26.973202487190537,"12",50.8937,4.362556,50.895399,4.356785
3,1,24.40852303253848,"12",50.895399,4.356785,50.900459,4.348084
4,0,25.57699418832013,"12",50.860053,4.359662,50.855635,4.35804
4,0,31.047481264922112,"12",50.855635,4.35804,50.851494,4.352876
4,0,44.405236540261285,"12",50.851494,4.352876,50.847772,4.348972
4,0,26.065502696581916,"12",50.847772,4.348972,50.844184,4.345254
4,0,30.183213987298657,"12",50.844184,4.345254,50.840084,4.341039
4,0,16.13492575590799,"12",50.840084,4.341039,50.836353,4.338259
4,0,27.41552418626959,"12",50.836353,4.338259,50.832547,4.342972
4,0,24.8161305443254,"12",50.832547,4.342972,50.829721,4.346537
4,0,27.59882380300638,"12",50.829721,4.346537,50.825702,4.34549
4,0,21.06737401834626,"12",50.825702,4.34549,50.82109,4.343888
4,0,17.24811100505465,"12",50.82109,4.343888,50.817656,4.34616
4,0,16.99505045951511,"12",50.817656,4.34616,50.812915,4.34744
4,0,16.094325549464745,"12",50.812915,4.34744,50.809808,4.345455
4,0,22.663878407286475,"12",50.809808,4.345455,50.80664,4.343477
4,0,16.72868271786154,"12",50.80664,4.343477,50.803308,4.341358
4,0,14.731658229828891,"12",50.803308,4.341358,50.800544,4.33711
4,0,21.882117023270833,"12",50.800544,4.33711,50.796742,4.32905
4,0,19.325580694886877,"12",50.796742,4.32905,50.796318,4.323759
4,0,10.809370702114968,"12",50.796318,4.323759,50.795961,4.32017
4,0,13.14746571464998,"12",50.795961,4.32017,50.794434,4.319624
4,1,16.249676422323095,"12",50.795271,4.318735,50.79593,4.320966
4,1,15.163708342355763,"12",50.79593,4.320966,50.796219,4.324185
4,1,21.83123780238858,"12",50.796219,4.324185,50.796823,4.329475
4,1,19.732532183687315,"12",50.796823,4.329475,50.800687,4.337586
4,1,14.750992068460913,"12",50.800687,4.337586,50.803658,4.341653
4,1,18.28867253436381,"12",50.803658,4.341653,50.807578,4.344131
4,1,18.235825161081355,"12",50.807578,4.344131,50.810843,4.346215
4,1,14.841315147800946,"12",50.810843,4.346215,50.814348,4.34751
4,1,17.78372097232339,"12",50.814348,4.34751,50.818079,4.346047
4,1,16.211728650985403,"12",50.818079,4.346047,50.822303,4.343561
4,1,28.00533883352262,"12",50.822303,4.343561,50.826043,4.345887
4,1,27.80936220568676,"12",50.826043,4.345887,50.829944,4.346011
4,1,28.654761632639474,"12",50.829944,4.346011,50.832821,4.342903
4,1,21.816415908452235,"12",50.832821,4.342903,50.836586,4.337506
4,1,16.688127264476506,"12",50.836586,4.337506,50.840399,4.341408
4,1,26.25432166385872,"12",50.840399,4.341408,50.84449,4.345736
4,1,28.05587878930992,"12",50.84449,4.345736,50.848086,4.349455
4,1,25.117199327814422,"12",50.848086,4.349455,50.851746,4.353415
4,1,26.31616910024099,"12",50.851746,4.353415,50.855933,4.358494
4,1,25.47904728987728,"12",50.855933,4.358494,50.860718,4.3605
5,0,58.17024273326891,"12",50.816504,4.281547,50.816451,4.290203
5,0,33.157530018116155,"12",50.816451,4.290203,50.821263,4.294043
5,0,42.094196194667944,"12",50.821263,4.294043,50.825167,4.297643
5,0,38.32760800415769,"12",50.825167,4.297643,50.829611,4.300732
5,0,36.631372723376366,"12",50.829611,4.300732,50.834929,4.305315
5,0,69.47926866914425,"12",50.834929,4.305315,50.839675,4.312518
5,0,35.07446899699364,"12",50.839675,4.312518,50.84399,4.318169
5,0,58.33015566216354,"12",50.84399,4.318169,50.848979,4.321096
5,0,30.99803622108245,"12",50.848979,4.321096,50.853386,4.322974
5,0,36.979688152555156,"12",50.853386,4.322974,50.857125,4.333143
5,0,40.69232122109035,"12",50.857125,4.333143,50.854705,4.340542
5,0,31.65399251832411,"12",50.854705,4.340542,50.8519,4.348012
5,0,25.444580202831702,"12",50.8519,4.348012,50.849821,4.352486
5,0,35.29286205880396,"12",50.849821,4.352486,50.846349,4.358776
5,0,28.794931295445277,"12",50.846349,4.358776,50.845688,4.362979
5,0,29.090526143271642,"12",50.845688,4.362979,50.845333,4.36962
5,0,56.58723677562855,"12",50.845333,4.36962,50.843654,4.377588
5,0,24.77474591966089,"12",50.843654,4.377588,50.842756,4.381829
5,0,33.52901101084273,"12",50.842756,4.381829,50.839364,4.398281
5,0,35.44712482313597,"12",50.839364,4.398281,50.833128,4.401864
5,0,61.06865562178539,"12",50.833128,4.401864,50.827461,4.403987
5,0,40.37756269290028,"12",50.827461,4.403987,50.820888,4.405382
5,0,28.449752941850075,"12",50.820888,4.405382,50.818202,4.404056
5,0,35.33428421759887,"12",50.818202,4.404056,50.81505,4.409977
5,0,43.30182992091593,"12",50.81505,4.409977,50.813192,4.42192
5,0,55.612529491637964,"12",50.813192,4.42192,50.812243,4.429236
5,1,52.00743618130765,"12",50.812195,4.428503,50.813545,4.421005
5,1,39.28711662170092,"12",50.813545,4.421005,50.815128,4.409347
5,1,38.53825374539827,"12",50.815128,4.409347,50.818685,4.404406
5,1,27.843485654259883,"12",50.818685,4.404406,50.821592,4.405618
5,1,39.305340520560854,"12",50.821592,4.405618,50.827929,4.403859
5,1,68.82986845691896,"12",50.827929,4.403859,50.83369,4.401677
5,1,38.485999083919125,"12",50.83369,4.401677,50.839534,4.397696
5,1,23.609524448592364,"12",50.842972,4.380974,50.84379,4.377084
5,1,42.28606132601444,"12",50.84379,4.377084,50.845476,4.369121
5,1,31.188617937431673,"12",50.845476,4.369121,50.845628,4.362431
5,1,29.973263559411535,"12",50.845628,4.362431,50.846679,4.358551
5,1,60.03305758593179,"12",50.846679,4.358551,50.850095,4.352165
5,1,25.891891673970644,"12",50.850095,4.352165,50.852347,4.347749
5,1,31.512070471911148,"12",50.852347,4.347749,50.854968,4.340056
5,1,60.70099372354986,"12",50.854968,4.340056,50.857096,4.332019
5,1,39.751675454276075,"12",50.857096,4.332019,50.853111,4.322763
5,1,32.22027712746021,"12",50.853111,4.322763,50.848584,4.320673
5,1,36.927226489036315,"12",50.848584,4.320673,50.843785,4.318032
5,1,36.46011585317316,"12",50.843785,4.318032,50.839462,4.312081
5,1,67.2470888276486,"12",50.839462,4.312081,50.834649,4.305052
5,1,64.43390466510517,"12",50.834649,4.305052,50.829391,4.300578
5,1,44.33324077432831,"12",50.829391,4.300578,50.824934,4.297078
5,1,46.23652799779652,"12",50.824934,4.297078,50.82092,4.293693
5,1,36.07251066885525,"12",50.82092,4.293693,50.816162,4.289054
5,1,46.005271143643874,"12",50.816162,4.289054,50.816767,4.280609
6,0,46.10492671587838,"12",50.89646,4.327959,50.897198,4.335515
6,0,35.132960049077646,"12",50.8896,4.337736,50.88564,4.342738
6,0,40.9683032799911,"12",50.88564,4.342738,50.879152,4.347993
6,0,36.93821112146953,"12",50.879152,4.347993,50.873614,4.343137
6,0,37.173971877512315,"12",50.873614,4.343137,50.868474,4.336964
6,0,45.29590622232025,"12",50.868474,4.336964,50.86312,4.330479
6,0,40.386461632849894,"12",50.86312,4.330479,50.85685,4.325246
6,0,27.033596449523007,"12",50.85685,4.325246,50.85335,4.323113
6,0,30.594614412077327,"12",50.85335,4.323113,50.848922,4.321442
6,0,27.730103112711372,"12",50.848922,4.321442,50.844982,4.324744
6,0,34.30819015981725,"12",50.844982,4.324744,50.84069,4.331467
6,0,33.50092955051458,"12",50.84069,4.331467,50.836258,4.33847
6,0,29.676672718917725,"12",50.836258,4.33847,50.833713,4.343513
6,0,26.804701091072914,"12",50.833713,4.343513,50.833309,4.349219
6,0,30.190278093742183,"12",50.833309,4.349219,50.835176,4.354622
6,0,34.30420690319357,"12",50.835176,4.354622,50.838185,4.361699
6,0,26.612845224943555,"12",50.838185,4.361699,50.841001,4.366499
6,0,35.08697257292279,"12",50.841001,4.366499,50.845585,4.368867
6,0,31.841758643606635,"12",50.845585,4.368867,50.84993,4.369164
6,0,32.842030145213926,"12",50.84993,4.369164,50.854102,4.365272
6,0,32.70392478366526,"12",50.854102,4.365272,50.85556,4.358317
6,0,32.47525724229521,"12",50.85556,4.358317,50.857321,4.351197
6,0,40.930541115048065,"12",50.857321,4.351197,50.860515,4.339486
6,0,37.06809461383781,"12",50.860515,4.339486,50.863138,4.330743
7,0,14.668531332744013,"12",50.813378,4.348149,50.812039,4.353087
7,0,8.313875527071335,"12",50.812039,4.353087,50.811841,4.354222
7,0,8.567497641941323,"12",50.811841,4.354222,50.81168,4.355358
7,0,19.63748995067774,"12",50.81168,4.355358,50.811401,4.358465
7,0,21.817958459832784,"12",50.811401,4.358465,50.811455,4.363275
7,0,20.07277847868217,"12",50.811455,4.363275,50.811977,4.367858
7,0,13.727325867204572,"12",50.811977,4.367858,50.81506,4.368552
7,0,20.86370409213215,"12",50.81506,4.368552,50.815564,4.37176
7,0,16.69967769417677,"12",50.815564,4.37176,50.816489,4.377479
7,0,10.676665065332207,"12",50.816489,4.377479,50.819024,4.380329
7,0,8.836381148628314,"12",50.819024,4.380329,50.819997,4.383243
7,0,19.08571471961591,"12",50.819997,4.383243,50.822385,4.389373
7,0,19.61719444231344,"12",50.822385,4.389373,50.824739,4.394029
7,0,17.81707898267186,"12",50.824739,4.394029,50.826578,4.397745
7,0,19.12841794065047,"12",50.826578,4.397745,50.829546,4.402804
7,0,24.51609240544316,"12",50.829546,4.402804,50.833663,4.405561
7,0,25.71159109290919,"12",50.833663,4.405561,50.837555,4.407424
7,0,31.70845335848653,"12",50.837555,4.407424,50.843896,4.405406
7,0,30.969322389190577,"12",50.843896,4.405406,50.849394,4.402198
7,0,22.80800873224149,"12",50.849394,4.402198,50.854907,4.398704
7,0,12.806768833738639,"12",50.854907,4.398704,50.857047,4.397456
7,0,18.850132820630723,"12",50.857047,4.397456,50.861129,4.391336
7,0,27.258283868915306,"12",50.861129,4.391336,50.863513,4.385826
7,0,17.519561381278947,"12",50.863513,4.385826,50.866749,4.385387
7,0,16.8972093575616,"12",50.866749,4.385387,50.868933,4.384692
7,0,26.472020128869364,"12",50.868933,4.384692,50.872251,4.379834
7,0,15.181765152530327,"12",50.872251,4.379834,50.873267,4.377632
7,0,18.31568553580361,"12",50.873267,4.377632,50.879569,4.374806
7,0,12.202738946005981,"12",50.879569,4.374806,50.881268,4.373598
7,0,20.644275370663433,"12",50.881268,4.373598,50.88881,4.374978
7,0,25.61968062978967,"12",50.88881,4.374978,50.891543,4.368341
7,0,22.16941774166475,"12",50.891543,4.368341,50.8937,4.362556
7,0,26.23577576407582,"12",50.8937,4.362556,50.895399,4.356785
7,0,23.938522204110583,"12",50.895399,4.356785,50.890848,4.344463
7,0,22.650730733251706,"12",50.890848,4.344463,50.896804,4.337345
7,1,25.354815029583698,"12",50.888468,4.375248,50.881583,4.3733
7,1,13.781779518441063,"12",50.881583,4.3733,50.879173,4.374834
7,1,20.104052437935703,"12",50.879173,4.374834,50.872997,4.378115
7,1,8.589150014846414,"12",50.872997,4.378115,50.871801,4.380544
7,1,32.28157232807799,"12",50.871801,4.380544,50.868016,4.385345
7,1,16.093778475796565,"12",50.868016,4.385345,50.865454,4.385088
7,1,42.1995212676468,"12",50.865454,4.385088,50.862532,4.386934
8,0,16.358342796123484,"12",50.835673,4.355167,50.832985,4.357751
8,0,20.761224470454373,"12",50.832985,4.357751,50.828607,4.36228
8,0,11.39912936122411,"12",50.828607,4.36228,50.826837,4.364068
8,0,18.928077345581844,"12",50.826837,4.364068,50.82298,4.368042
8,0,23.058654136717276,"12",50.82298,4.368042,50.818926,4.370739
8,0,14.521090431073185,"12",50.818926,4.370739,50.815959,4.371874
8,0,14.742705418239277,"12",50.815959,4.371874,50.816489,4.377479
8,0,10.38725386803256,"12",50.816489,4.377479,50.817442,4.380672
8,0,23.638864822365164,"12",50.817442,4.380672,50.814061,4.384119
8,0,21.92944846264327,"12",50.814061,4.384119,50.810501,4.385849
8,0,21.523593817680904,"12",50.810501,4.385849,50.806384,4.387635
8,0,22.594888585549885,"12",50.806384,4.387635,50.802634,4.390584
8,0,19.579000368749107,"12",50.802634,4.390584,50.801169,4.393449
8,0,20.00714472596089,"12",50.801169,4.393449,50.796898,4.397475
8,0,20.028565007246087,"12",50.796898,4.397475,50.796294,4.401659
8,0,22.763784404539432,"12",50.796294,4.401659,50.795447,4.407814
8,0,22.0273858995562,"12",50.795447,4.407814,50.795733,4.413573
8,0,22.29717613531345,"12",50.795733,4.413573,50.798194,4.418753
8,0,22.596417084608575,"12",50.798194,4.418753,50.801015,4.422699
8,0,27.624318541758097,"12",50.801015,4.422699,50.805085,4.426719
8,0,24.766178377888675,"12",50.805085,4.426719,50.80913,4.427589
8,0,19.6033726822935,"12",50.80913,4.427589,50.811881,4.42782
8,0,23.177699914282744,"12",50.811881,4.42782,50.816286,4.426179
8,0,24.816828931229814,"12",50.816286,4.426179,50.819305,4.429092
8,0,43.519594354022054,"12",50.819305,4.429092,50.824976,4.431867
8,0,20.48565651135028,"12",50.824976,4.431867,50.832329,4.432587
8,0,26.207854245613277,"12",50.832329,4.432587,50.837131,4.435076
8,0,21.69029401321653,"12",50.837131,4.435076,50.840564,4.436723
8,0,25.882699887143616,"12",50.840564,4.436723,50.844597,4.438395
8,0,21.054930576693238,"12",50.844597,4.438395,50.847523,4.436331
8,1,43.94537395871673,"12",50.847593,4.4369,50.844246,4.438232
8,1,23.33183806981288,"12",50.844246,4.438232,50.839505,4.435861
8,1,17.2473613876035,"12",50.839505,4.435861,50.836827,4.434906
8,1,18.4543376659335,"12",50.836827,4.434906,50.83142,4.432911
8,1,22.01891984781552,"12",50.83142,4.432911,50.823988,4.431525
8,1,25.90936562183613,"12",50.823988,4.431525,50.819207,4.428652
8,1,20.562767246138904,"12",50.819207,4.428652,50.815981,4.425924
8,1,14.304057910015105,"12",50.815981,4.425924,50.811647,4.427621
8,1,20.728373414867658,"12",50.811647,4.427621,50.808321,4.427177
8,1,23.421322677471757,"12",50.808321,4.427177,50.804852,4.426364
8,1,30.953078281848427,"12",50.804852,4.426364,50.800907,4.422359
8,1,19.27974679944084,"12",50.800907,4.422359,50.79814,4.418256
8,1,20.998671029038448,"12",50.79814,4.418256,50.79567,4.412949
8,1,21.264963311134984,"12",50.79567,4.412949,50.795573,4.407147
8,1,25.23543558379176,"12",50.795573,4.407147,50.796555,4.400212
8,1,24.121121707791108,"12",50.796555,4.400212,50.797015,4.397063
8,1,16.154878872304057,"12",50.797015,4.397063,50.801438,4.393009
8,1,17.822453542361256,"12",50.801438,4.393009,50.802859,4.390385
8,1,23.961356404830987,"12",50.802859,4.390385,50.806653,4.387677
8,1,24.114313445902162,"12",50.806653,4.387677,50.810834,4.385835
8,1,22.481606460915007,"12",50.810834,4.385835,50.813657,4.384332
8,1,18.96573164408806,"12",50.813657,4.384332,50.8155,4.383566
8,1,9.811173017640979,"12",50.8155,4.383566,50.81742,4.378614
8,1,11.42160676400071,"12",50.81742,4.378614,50.816372,4.376301
8,1,16.29195752546931,"12",50.816372,4.376301,50.816346,4.371817
8,1,15.889911750320858,"12",50.816346,4.371817,50.819834,4.370512
8,1,19.065854865463145,"12",50.819834,4.370512,50.824108,4.366996
8,1,14.764619753473847,"12",50.824108,4.366996,50.827628,4.363358
8,1,13.982721847405026,"12",50.827628,4.363358,50.829416,4.361541
8,1,21.921807430088997,"12",50.829416,4.361541,50.833183,4.357651
8,1,13.632833659498509,"12",50.833183,4.357651,50.835888,4.355039
9,0,38.06806976959506,"12",50.863666,4.329612,50.868309,4.326364
9,0,21.860935630544414,"12",50.868309,4.326364,50.871221,4.324418
9,0,17.211103882194678,"12",50.871221,4.324418,50.873981,4.322561
9,0,19.797008037709887,"12",50.873981,4.322561,50.876295,4.318299
9,0,22.16436632853049,"12",50.876295,4.318299,50.880061,4.315951
9,0,23.75796672527438,"12",50.880061,4.315951,50.885472,4.316281
9,0,19.920532916639182,"12",50.885472,4.316281,50.886652,4.311336
9,0,21.738513162161908,"12",50.886652,4.311336,50.890081,4.309188
9,0,19.972502372681884,"12",50.890081,4.309188,50.892997,4.315058
9,1,24.20867123145393,"12",50.892923,4.31296,50.889498,4.309422
9,1,23.194909116035877,"12",50.889498,4.309422,50.88634,4.311669
9,1,19.855001123485167,"12",50.88634,4.311669,50.885354,4.316858
9,1,27.527420984029742,"12",50.885354,4.316858,50.879669,4.315958
9,1,18.69178428609262,"12",50.879669,4.315958,50.875999,4.318701
9,1,26.79399021174672,"12",50.875999,4.318701,50.873581,4.322738
9,1,14.130766845835614,"12",50.873581,4.322738,50.870847,4.324577
9,1,22.842581114838868,"12",50.870847,4.324577,50.867911,4.326561
9,1,16.35984540683126,"12",50.867911,4.326561,50.863418,4.330031
12,0,51.247059095681394,"12",50.898149,4.481761,50.87815,4.430334
12,0,22.705588510573588,"12",50.87815,4.430334,50.876145,4.41044
12,0,18.651947873027613,"12",50.876145,4.41044,50.863832,4.403241
12,0,21.092029578477707,"12",50.863832,4.403241,50.853963,4.397794
12,0,16.290818372716316,"12",50.853963,4.397794,50.843149,4.383818
12,0,16.76913583931532,"12",50.843149,4.383818,50.839431,4.37338
12,0,16.30950309324647,"12",50.839431,4.37338,50.840537,4.366324
12,0,9.261713755463123,"12",50.840537,4.366324,50.841848,4.364842
12,1,9.569937441720276,"12",50.841848,4.364842,50.840303,4.367119
12,1,15.62809955288252,"12",50.840303,4.367119,50.839745,4.373679
12,1,13.550432648085199,"12",50.839745,4.373679,50.84347,4.383977
12,1,19.839905686072807,"12",50.84347,4.383977,50.853976,4.397888
13,0,27.05310374241213,"12",50.857072,4.332195,50.85886,4.330205
13,0,12.030348281044432,"12",50.85886,4.330205,50.860479,4.331823
13,0,10.492538236895628,"12",50.860479,4.331823,50.863355,4.330671
13,0,18.41657161067822,"12",50.863355,4.330671,50.865494,4.327473
13,0,20.465151903202113,"12",50.865494,4.327473,50.867019,4.321136
13,0,18.337351674621843,"12",50.867019,4.321136,50.86909,4.316014
13,0,13.596122200928109,"12",50.86909,4.316014,50.872616,4.313103
13,0,18.935503376043396,"12",50.872616,4.313103,50.874242,4.310189
13,0,19.42146773037338,"12",50.874242,4.310189,50.875035,4.313561
13,0,13.33539422530894,"12",50.875035,4.313561,50.876241,4.317873
13,0,16.27407421905308,"12",50.888054,4.319338,50.889877,4.315769
13,0,12.556753029078287,"12",50.889877,4.315769,50.892851,4.312731
13,0,25.485056871104483,"12",50.892851,4.312731,50.88989,4.309199
13,0,20.152562809275086,"12",50.88989,4.309199,50.886396,4.311083
13,0,14.236703142569276,"12",50.886396,4.311083,50.885945,4.308625
14,0,30.293668952643497,"12",50.896824,4.336515,50.89684,4.329706
14,0,15.203097642542804,"12",50.89684,4.329706,50.895887,4.32702
14,0,17.13477185486082,"12",50.895887,4.32702,50.894031,4.325214
14,0,9.89391086536595,"12",50.893528,4.319446,50.892851,4.312731
14,0,25.109508670528008,"12",50.892851,4.312731,50.88989,4.309199
14,0,20.851459549946085,"12",50.88989,4.309199,50.886396,4.311083
14,0,11.836980840357198,"12",50.884911,4.329588,50.882853,4.330882
14,0,17.104642835825214,"12",50.882853,4.330882,50.880228,4.330089
14,0,13.924162721246612,"12",50.880228,4.330089,50.878658,4.332538
14,0,12.81819370482609,"12",50.878658,4.332538,50.876435,4.330532
14,0,19.492290687192426,"12",50.876435,4.330532,50.873068,4.328469
14,0,12.239367383011642,"12",50.873068,4.328469,50.870978,4.330174
14,0,18.273448295582632,"12",50.870978,4.330174,50.867474,4.336065
14,0,12.997520930791437,"12",50.867474,4.336065,50.865946,4.338822
14,0,14.283279990117316,"12",50.865946,4.338822,50.86406,4.344122
14,0,19.51014625292809,"12",50.86406,4.344122,50.863306,4.349156
14,0,16.14307100539995,"12",50.863306,4.349156,50.865086,4.35111
14,0,11.966046562147412,"12",50.865086,4.35111,50.863306,4.353795
14,0,13.024219950252979,"12",50.863306,4.353795,50.861176,4.355358
14,0,12.914046311887958,"12",50.861176,4.355358,50.860385,4.358895
14,1,12.843817540493228,"12",50.860915,4.358355,50.861527,4.355557
14,1,12.551051348548748,"12",50.861527,4.355557,50.863315,4.354037
14,1,25.845822265817215,"12",50.863315,4.354037,50.864968,4.350239
14,1,14.660381417841291,"12",50.864968,4.350239,50.863018,4.348724
14,1,17.859281873571593,"12",50.863018,4.348724,50.864456,4.343166
14,1,13.272653056040555,"12",50.864456,4.343166,50.866198,4.33841
14,1,16.877873882041293,"12",50.866198,4.33841,50.867752,4.335611
14,1,15.058233600736965,"12",50.867752,4.335611,50.871086,4.330171
14,1,7.11831373628535,"12",50.871086,4.330171,50.872802,4.328702
14,1,14.49719773161504,"12",50.872802,4.328702,50.877071,4.331647
14,1,17.106633170735975,"12",50.877071,4.331647,50.879096,4.332662
14,1,12.093395138211472,"12",50.879096,4.332662,50.880128,4.330471
14,1,15.292857286914602,"12",50.880128,4.330471,50.882386,4.331153
