Line,Variance,From,To,Speed,Time
1,0,8292,8282,36.04729289842557,1.630966521961E12
1,0,8292,8282,35.924386772153994,1.630986055278E12
1,0,8292,8282,34.13133098502957,1.630988084075E12
1,0,8292,8282,34.241715178191114,1.630988616668E12
1,0,8292,8282,34.464639471553106,1.630989309726E12
1,0,8292,8282,68.15120572720424,1.630989806173E12
1,0,8292,8282,64.41739182050217,1.630990409116E12
1,0,8292,8282,33.37915570934257,1.63099123673E12
1,0,8292,8282,33.537494978213175,1.630991688016E12
1,0,8292,8282,33.644065537178555,1.630992331408E12
1,0,8292,8282,33.96734847180708,1.630992981661E12
1,0,8292,8282,34.86098199514946,1.630993527976E12
1,0,8292,8282,33.48472076519593,1.630994203114E12
1,0,8292,8282,32.65892655622264,1.63099479285E12
1,0,8292,8282,33.221796029571586,1.630995428669E12
1,0,8292,8282,32.86115972747918,1.630996068381E12
1,0,8292,8282,66.03022725198504,1.630996595141E12
1,0,8292,8282,32.86115972747918,1.630997269774E12
1,0,8292,8282,34.46409222268094,1.630997871598E12
1,0,8292,8282,33.69368189015493,1.630998574391E12
1,0,8282,8272,36.36181782340364,1.630915300426E12
1,0,8282,8272,24.366962707041967,1.630916005472E12
1,0,8282,8272,25.7045610950916,1.630916543191E12
1,0,8282,8272,38.326771729054116,1.630917235835E12
1,0,8282,8272,38.38997166322463,1.630917802321E12
1,0,8282,8272,26.281526945123353,1.630918623891E12
1,0,8282,8272,24.962813212437926,1.630919161393E12
1,0,8282,8272,25.592631567712946,1.630919603459E12
1,0,8282,8272,38.13841431411531,1.630919949373E12
1,0,8282,8272,24.29093782288944,1.630920426367E12
1,0,8282,8272,37.82379254866084,1.630920840803E12
1,0,8282,8272,37.05175914337366,1.630921278666E12
1,0,8282,8272,25.045201315995612,1.630921755045E12
1,0,8282,8272,37.95249988129718,1.630922196606E12
1,0,8282,8272,36.646893052541486,1.63092263796E12
1,0,8282,8272,25.90365121202955,1.630923205477E12
1,0,8282,8272,24.113599613853022,1.630923560111E12
1,0,8282,8272,25.17932272798866,1.630924041804E12
1,0,8282,8272,25.620248728578144,1.630924482237E12
1,0,8282,8272,25.620522463806825,1.630924923078E12
1,0,8282,8272,24.67562745037508,1.630925490693E12
1,0,8282,8272,26.01832385747146,1.630925869685E12
1,0,8282,8272,25.342980342422322,1.630926274994E12
1,0,8282,8272,39.577362227467034,1.630926711332E12
1,0,8282,8272,38.3850554657361,1.630927146341E12
1,0,8282,8272,25.7045610950916,1.630927617797E12
1,0,8282,8272,25.620522463806825,1.630928124174E12
1,0,8282,8272,25.342980342422322,1.630928500401E12
1,0,8282,8272,25.12523889354568,1.630929042521E12
1,0,8282,8272,24.167795124016084,1.630929404205E12
1,0,8282,8272,25.09788997739261,1.630929884374E12
1,0,8282,8272,36.58873935731942,1.63093035798E12
1,0,8282,8272,38.83387261332167,1.630930735129E12
1,0,8282,8272,38.37399862375778,1.63093124202E12
1,0,8282,8272,36.819641623289876,1.630932099738E12
1,0,8282,8272,25.536759600434493,1.630932577647E12
1,0,8282,8272,37.40722575814302,1.630933896887E12
1,0,8282,8272,24.29167603707643,1.630934415143E12
1,0,8282,8272,24.911465940847087,1.630935758153E12
1,0,8282,8272,37.8913296989808,1.630936243133E12
1,0,8282,8272,25.179058339283465,1.630937296861E12
1,0,8282,8272,35.97019125478137,1.630937813586E12
1,0,8282,8272,38.83387261332167,1.630938355911E12
1,0,8282,8272,38.20038551606582,1.630938896496E12
1,0,8282,8272,36.13714905737149,1.630939510297E12
1,0,8282,8272,25.87542002525007,1.630940240217E12
1,0,8282,8272,25.53648765215169,1.630940783255E12
1,0,8282,8272,38.70475022193527,1.630941421013E12
1,0,8282,8272,37.348380967214396,1.630941999785E12
1,0,8282,8272,25.598915387407388,1.63094253463E12
1,0,8282,8272,38.07664385410546,1.630943135112E12
1,0,8282,8272,25.315690124786215,1.630943741024E12
1,0,8282,8272,25.397737671581087,1.630944445451E12
1,0,8282,8272,24.366962707041967,1.630945055771E12
1,0,8282,8272,25.370329461055036,1.630945689234E12
1,0,8282,8272,25.480860288179535,1.630946252756E12
1,0,8282,8272,38.20038551606582,1.630946823856E12
1,0,8282,8272,25.342980342422322,1.630947498382E12
1,0,8282,8272,36.47520306653281,1.630948167275E12
1,0,8282,8272,25.28819193250725,1.630948718201E12
1,0,8282,8272,25.370597881862523,1.630949449659E12
1,0,8282,8272,38.01507316222514,1.630950054546E12
1,0,8282,8272,24.93840985908169,1.630950724766E12
1,0,8282,8272,25.536759600434493,1.630951298728E12
1,0,8282,8272,25.072173312979654,1.630952254337E12
1,0,8282,8272,38.21682338316386,1.630952789282E12
1,0,8282,8272,37.46742707145201,1.630953357406E12
1,0,8282,8272,38.014470513633476,1.630953954306E12
1,0,8282,8272,36.47520306653281,1.630954708499E12
1,0,8282,8272,25.42547474897416,1.630955179039E12
1,0,8282,8272,37.8913296989808,1.630955774509E12
1,0,8282,8272,25.342980342422322,1.630956374483E12
1,0,8282,8272,25.42574433794215,1.630957021151E12
1,0,8282,8272,25.67648702765791,1.630957554461E12
1,0,8282,8272,39.6231398403807,1.63095814624E12
1,0,8282,8272,25.09894075779778,1.630958833353E12
1,0,8282,8272,25.125765418386806,1.630959395126E12
1,0,8282,8272,38.834501522316515,1.63095996079E12
1,0,8282,8272,26.460168827586205,1.630960576732E12
1,0,8282,8272,38.51514294892387,1.630961157755E12
1,0,8282,8272,38.139020898940736,1.630961817934E12
1,0,8282,8272,37.892527219000364,1.630963131434E12
1,0,8282,8272,26.281814993423936,1.630966613201E12
1,0,8282,8272,37.83035638222348,1.630986150614E12
1,0,8282,8272,26.135155636934343,1.630988175827E12
1,0,8282,8272,25.536759600434493,1.630988742315E12
1,0,8282,8272,26.252179148922195,1.630989431278E12
1,0,8282,8272,24.701554436169225,1.630989934175E12
1,0,8282,8272,25.15264747839221,1.630990536607E12
1,0,8282,8272,25.071649031826357,1.630991332374E12
1,0,8282,8272,25.018287288206327,1.630991816223E12
1,0,8282,8272,36.19332870468198,1.630992429816E12
1,0,8282,8272,36.819076280555215,1.630993078841E12
1,0,8282,8272,36.819076280555215,1.630993626077E12
1,0,8282,8272,36.02585258856404,1.630994303059E12
1,0,8282,8272,38.01507316222514,1.630994889416E12
1,0,8282,8272,36.76150237620726,1.630995527078E12
1,0,8282,8272,35.751387294440384,1.630996166482E12
1,0,8282,8272,37.168918856079976,1.630996791039E12
1,0,8282,8272,25.206319573649523,1.630997364907E12
1,0,8282,8272,39.02790924774584,1.630997966321E12
1,0,8282,8272,36.30566397674454,1.630998670743E12
1,0,8272,8012,21.87028984431812,1.630915367807E12
1,0,8272,8012,48.1456481965499,1.63091603608E12
1,0,8272,8012,22.806500038690697,1.630916607806E12
1,0,8272,8012,23.023857511131933,1.630917330356E12
1,0,8272,8012,23.3237630970846,1.630917897452E12
1,0,8272,8012,24.066140806427896,1.630918685124E12
1,0,8272,8012,22.915732346400848,1.6309192257E12
1,0,8272,8012,24.308699811949445,1.630919664081E12
1,0,8272,8012,23.733584577474986,1.630920041945E12
1,0,8272,8012,22.878731893620646,1.630920490778E12
1,0,8272,8012,46.87603778986542,1.630920903463E12
1,0,8272,8012,22.997627891007824,1.630921374721E12
1,0,8272,8012,23.51431306845379,1.630921817715E12
1,0,8272,8012,48.61739962389889,1.630922258865E12
1,0,8272,8012,22.483590925041565,1.630922703503E12
1,0,8272,8012,23.173022187976656,1.63092326907E12
1,0,8272,8012,22.31472311815744,1.63092362615E12
1,0,8272,8012,22.662350444437596,1.630924137038E12
1,0,8272,8012,22.98830026207412,1.630924546341E12
1,0,8272,8012,23.399314046174844,1.630924986056E12
1,0,8272,8012,23.062051049312185,1.630925554592E12
1,0,8272,8012,23.476103995411957,1.630925932457E12
1,0,8272,8012,23.78606708202859,1.630926336948E12
1,0,8272,8012,46.57234056001514,1.63092677298E12
1,0,8272,8012,46.87603778986542,1.630927207777E12
1,0,8272,8012,23.02457697295438,1.6309276818E12
1,0,8272,8012,22.84220479275815,1.630928188688E12
1,0,8272,8012,23.361477488902967,1.630928563481E12
1,0,8272,8012,21.80395348149024,1.630929110107E12
1,0,8272,8012,22.554824292885993,1.630929469541E12
1,0,8272,8012,23.100733634311503,1.630929948166E12
1,0,8272,8012,48.77348249156017,1.630930421777E12
1,0,8272,8012,23.024936720727464,1.630930829237E12
1,0,8272,8012,23.50868628858577,1.630931336537E12
1,0,8272,8012,22.84220479275815,1.630932164252E12
1,0,8272,8012,23.43801889493271,1.630932640521E12
1,0,8272,8012,22.208119838447153,1.630934060423E12
1,0,8272,8012,46.4212316900299,1.630934512528E12
1,0,8272,8012,23.59148323060913,1.630935820618E12
1,0,8272,8012,22.3455146479044,1.630936309081E12
1,0,8272,8012,22.91537600298562,1.630937361169E12
1,0,8272,8012,22.662350444437596,1.63093790923E12
1,0,8272,8012,46.57381245851898,1.63093841766E12
1,0,8272,8012,22.98830026207412,1.6309389606E12
1,0,8272,8012,46.1248239381514,1.630939637378E12
1,0,8272,8012,22.80614708431347,1.630940304833E12
1,0,8272,8012,23.286538248818786,1.630940846538E12
1,0,8272,8012,23.476103995411957,1.630941517269E12
1,0,8272,8012,23.59148323060913,1.63094206225E12
1,0,8272,8012,47.6521261115602,1.630942565555E12
1,0,8272,8012,23.21061584501495,1.630943198602E12
1,0,8272,8012,22.485306234550936,1.630943806562E12
1,0,8272,8012,22.255746518863067,1.630944511665E12
1,0,8272,8012,23.24833167684224,1.630945181316E12
1,0,8272,8012,23.364811085919033,1.630945752305E12
1,0,8272,8012,22.520355767467436,1.630946318192E12
1,0,8272,8012,23.552270293595857,1.630946920115E12
1,0,8272,8012,23.061690140845062,1.630947562282E12
1,0,8272,8012,22.626857879867327,1.630948232403E12
1,0,8272,8012,23.59148323060913,1.630948780666E12
1,0,8272,8012,22.662698961937707,1.630949514684E12
1,0,8272,8012,22.415533448936742,1.630950150804E12
1,0,8272,8012,45.97660052414824,1.630950756818E12
1,0,8272,8012,22.698653769138343,1.63095136365E12
1,0,8272,8012,23.39968559950457,1.630952317314E12
1,0,8272,8012,23.211347026209662,1.63095285277E12
1,0,8272,8012,23.4145574145574,1.630953452127E12
1,0,8272,8012,46.87603778986542,1.630954015747E12
1,0,8272,8012,23.399314046174844,1.630954771477E12
1,0,8272,8012,47.338323160937975,1.630955240787E12
1,0,8272,8012,47.1822111228508,1.630955836667E12
1,0,8272,8012,24.226774294310083,1.63095643531E12
1,0,8272,8012,22.98830026207412,1.630957085255E12
1,0,8272,8012,23.51468828288307,1.63095761713E12
1,0,8272,8012,15.989692063974298,1.630958238402E12
1,0,8272,8012,23.8260630557801,1.630958895203E12
1,0,8272,8012,23.099285221643978,1.630959458922E12
1,0,8272,8012,23.63006911149238,1.630960054692E12
1,0,8272,8012,49.114851353152886,1.630960637354E12
1,0,8272,8012,23.28617028000757,1.630961254524E12
1,0,8272,8012,23.0624119690757,1.630961881832E12
1,0,8272,8012,23.984668218290707,1.630963192875E12
1,0,8272,8012,47.18372182377046,1.630965408338E12
1,0,8272,8012,24.105113357542436,1.630966674335E12
1,0,8272,8012,22.84220479275815,1.630986215128E12
1,0,8272,8012,23.43801889493271,1.630988270958E12
1,0,8272,8012,23.2858023228253,1.6309888056E12
1,0,8272,8012,23.552646720368227,1.630989493846E12
1,0,8272,8012,23.13627657236159,1.630989997869E12
1,0,8272,8012,23.59148323060913,1.630990599072E12
1,0,8272,8012,22.556205228678127,1.630991397706E12
1,0,8272,8012,23.47573001131058,1.630991878996E12
1,0,8272,8012,23.024936720727464,1.630992526894E12
1,0,8272,8012,22.276942147510987,1.630993144992E12
1,0,8272,8012,22.91501967065262,1.630993690386E12
1,0,8272,8012,43.47667797610265,1.630994369416E12
1,0,8272,8012,24.185819793205308,1.630994950346E12
1,0,8272,8012,23.098923146856425,1.630995590875E12
1,0,8272,8012,21.73801832101605,1.630996234273E12
1,0,8272,8012,49.114851353152886,1.630996852787E12
1,0,8272,8012,23.74697047827767,1.630997426963E12
1,0,8272,8012,44.41490099159105,1.630998030016E12
1,0,8272,8012,22.734372107374256,1.630998735563E12
1,0,8012,8022,23.620036620455142,1.630915459559E12
1,0,8012,8022,33.48607982199972,1.630916132965E12
1,0,8012,8022,33.807338075627115,1.63091667191E12
1,0,8012,8022,34.75337320996168,1.630917392715E12
1,0,8012,8022,34.29959483413523,1.630917960636E12
1,0,8012,8022,35.33185953242689,1.630918776773E12
1,0,8012,8022,35.569032808678955,1.630919286629E12
1,0,8012,8022,33.699569267132134,1.630919760646E12
1,0,8012,8022,32.91344217480447,1.63092010779E12
1,0,8012,8022,22.854339527133913,1.630920585604E12
1,0,8012,8022,35.096691444395866,1.630920995625E12
1,0,8012,8022,33.486597237244666,1.630921439439E12
1,0,8012,8022,35.404587335816515,1.630921912335E12
1,0,8012,8022,34.2443131182252,1.63092235492E12
1,0,8012,8022,66.34173937000644,1.630922767809E12
1,0,8012,8022,22.58614307153577,1.630923365022E12
1,0,8012,8022,33.48607982199972,1.630923690869E12
1,0,8012,8022,33.97055614772086,1.630924200834E12
1,0,8012,8022,34.30013769526613,1.630924609524E12
1,0,8012,8022,34.24214883867911,1.630925049346E12
1,0,8012,8022,34.69384305061954,1.630925617058E12
1,0,8012,8022,35.929930202098916,1.63092602329E12
1,0,8012,8022,34.46816063618291,1.630926399823E12
1,0,8012,8022,35.68911138923655,1.630926863808E12
1,0,8012,8022,34.751144107884485,1.630927300246E12
1,0,8012,8022,34.248642498182626,1.63092777693E12
1,0,8012,8022,68.93522488707933,1.630928281567E12
1,0,8012,8022,32.81178518978335,1.63092862953E12
1,0,8012,8022,32.76119181871778,1.630929176258E12
1,0,8012,8022,33.862275000000004,1.630929533541E12
1,0,8012,8022,34.74278752124147,1.630930010544E12
1,0,8012,8022,34.41178824351361,1.630930517216E12
1,0,8012,8022,22.634737743613314,1.630930924983E12
1,0,8012,8022,34.981689049586784,1.630931398489E12
1,0,8012,8022,33.171377404986764,1.630932261841E12
1,0,8012,8022,34.1348202050749,1.63093270401E12
1,0,8012,8022,33.3284982698962,1.630934125448E12
1,0,8012,8022,32.11454144006639,1.630934611346E12
1,0,8012,8022,33.91526760563381,1.630935917492E12
1,0,8012,8022,34.13428256418334,1.630936403291E12
1,0,8012,8022,34.30013769526613,1.630937424352E12
1,0,8012,8022,32.65948731859488,1.630937975587E12
1,0,8012,8022,34.356144578313256,1.630938512485E12
1,0,8012,8022,33.64724805539599,1.630939056449E12
1,0,8012,8022,33.64620328825823,1.630939734455E12
1,0,8012,8022,33.592485352016624,1.630940369347E12
1,0,8012,8022,31.92060448057974,1.630940914431E12
1,0,8012,8022,34.41233466186068,1.630941580246E12
1,0,8012,8022,34.80863475746868,1.630942157484E12
1,0,8012,8022,34.980559770152055,1.630942659253E12
1,0,8012,8022,34.30068057358109,1.630943359065E12
1,0,8012,8022,34.024956824818666,1.630943904662E12
1,0,8012,8022,33.433387328180686,1.630944607759E12
1,0,8012,8022,34.356144578313256,1.630945244396E12
1,0,8012,8022,34.98112440075541,1.63094584591E12
1,0,8012,8022,34.92306303983499,1.630946380248E12
1,0,8012,8022,34.2443131182252,1.630947015657E12
1,0,8012,8022,34.07953201660587,1.630947625874E12
1,0,8012,8022,68.49079072119335,1.630948297019E12
1,0,8012,8022,34.1348202050749,1.630948844155E12
1,0,8012,8022,70.78142269253381,1.630949577968E12
1,0,8012,8022,34.18974868663922,1.630950214191E12
1,0,8012,8022,34.52416803402737,1.630950852564E12
1,0,8012,8022,33.171885140513076,1.630951428982E12
1,0,8012,8022,34.86575501142251,1.630952411217E12
1,0,8012,8022,33.80786546651483,1.630952948106E12
1,0,8012,8022,33.915798369301555,1.630953516026E12
1,0,8012,8022,34.32240980646797,1.630954109098E12
1,0,8012,8022,34.92306303983499,1.630954863844E12
1,0,8012,8022,34.46816063618291,1.630955303662E12
1,0,8012,8022,34.46816063618291,1.630955931389E12
1,0,8012,8022,35.90314436234718,1.630956525778E12
1,0,8012,8022,33.807338075627115,1.630957149359E12
1,0,8012,8022,34.69384305061954,1.630957679596E12
1,0,8012,8022,35.509586931231674,1.630958299433E12
1,0,8012,8022,35.27262902622029,1.630958956644E12
1,0,8012,8022,34.694398463139365,1.630959521387E12
1,0,8012,8022,34.981689049586784,1.630960116644E12
1,0,8012,8022,35.62926380166377,1.63096072931E12
1,0,8012,8022,34.80863475746868,1.630961316784E12
1,0,8012,8022,33.753630501822265,1.630961946038E12
1,0,8012,8022,34.07953201660587,1.630963256467E12
1,0,8012,8022,34.245395360596675,1.630965502753E12
1,0,8012,8022,35.569032808678955,1.630966765473E12
1,0,8012,8022,34.87978368982667,1.630987702524E12
1,0,8012,8022,35.096691444395866,1.630988332707E12
1,0,8012,8022,34.58090952608904,1.63098886827E12
1,0,8012,8022,34.46870884626396,1.63098955672E12
1,0,8012,8022,34.18974868663922,1.630990061256E12
1,0,8012,8022,34.356144578313256,1.630990662152E12
1,0,8012,8022,33.5394577194503,1.630991462322E12
1,0,8012,8022,34.19028807623135,1.630991942382E12
1,0,8012,8022,33.86174591022016,1.630992590895E12
1,0,8012,8022,33.38086040386304,1.630993209915E12
1,0,8012,8022,33.80786546651483,1.63099378521E12
1,0,8012,8022,63.93632286995517,1.630994436183E12
1,0,8012,8022,67.61467615125423,1.630995015577E12
1,0,8012,8022,33.9694912066209,1.630995685906E12
1,0,8012,8022,32.45893330537541,1.63099630104E12
1,0,8012,8022,33.53893866939042,1.630996949047E12
1,0,8012,8022,66.13523757209559,1.630997491477E12
1,0,8012,8022,33.142462150175874,1.630998125716E12
1,0,8012,8022,34.97999515777581,1.630998830594E12
1,0,8022,8032,40.56972080220215,1.630914978881E12
1,0,8022,8032,18.45760801502819,1.630915526633E12
